Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,Source_File,condition,genotype/variation,strain/background,AssemblyName,intentional_duplicate (run),dangling_references (run),BioSampleModel,dev_stage,Ecotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Library Name,cell_type,Development_stage,ecotype_background,genotype/varaition,genotype,treatment,Developmental_Stage,Experiment.1,strain,number_of_nuclei,plate/batch,days_after_pollination,fans_peak,female_parent,male_parent,ecotype/background,use_for_atlas,ID,Sample name,Accession,Public description,Project accession,Sample title,Cultivar,Biomaterial provider,Tissue,Age,Age unit,Dev stage,Cell line,Cell type,Collected by,Collection date,Culture collection,Disease,Disease stage,Genotype,Growth protocol,Height length,Isolation source,Latitude longitude,Phenotype,Population,Type,Sex,Specimen voucher,Temperature,Treatment,Study_Title
SRR12547259,,RNA-Seq,76.0,53394180.0,PRJNA660263,SAMN15943101,23636104.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9036360,GSM4756248,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756248,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548644,,RNA-Seq,76.0,53374724.0,PRJNA660263,SAMN15943840,23367463.0,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037169,GSM4755969,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4755969,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548314,,RNA-Seq,76.0,53366440.0,PRJNA660263,SAMN15943498,22171081.0,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037494,GSM4755639,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:21:00Z,1.0,GSM4755639,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548546,,RNA-Seq,76.0,53337408.0,PRJNA660263,SAMN15943778,22320227.0,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037934,GSM4755871,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:53:00Z,1.0,GSM4755871,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548143,,RNA-Seq,42.0,53334480.0,PRJNA660263,SAMN15943429,54803096.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037627,GSM4755468,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:06:00Z,1.0,GSM4755468,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,4.0,3C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547157,,RNA-Seq,76.0,53325476.0,PRJNA660263,SAMN15944004,23504941.0,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037114,GSM4756146,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756146,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548428,,RNA-Seq,76.0,53285120.0,PRJNA660263,SAMN15943628,22261846.0,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036873,GSM4755753,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755753,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548098,,RNA-Seq,44.0,53283860.0,PRJNA660263,SAMN15943182,52310723.0,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037214,GSM4755423,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:04:00Z,1.0,GSM4755423,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,3C,Ler,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548229,,RNA-Seq,76.0,53262168.0,PRJNA660263,SAMN15943262,22049933.0,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036714,GSM4755554,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:20:00Z,1.0,GSM4755554,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548560,,RNA-Seq,76.0,53201216.0,PRJNA660263,SAMN15943764,22399100.0,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036413,GSM4755885,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755885,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548529,,RNA-Seq,76.0,53178340.0,PRJNA660263,SAMN15943751,22219922.0,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037789,GSM4755854,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755854,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547898,,RNA-Seq,44.0,53156770.0,PRJNA660263,SAMN15942468,52290978.0,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037071,GSM4755223,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:00:00Z,1.0,GSM4755223,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,5.0,6C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547589,,RNA-Seq,76.0,53132892.0,PRJNA660263,SAMN15942750,21750772.0,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036378,GSM4756578,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4756578,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547112,,RNA-Seq,76.0,53130232.0,PRJNA660263,SAMN15943966,23435005.0,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036733,GSM4756101,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756101,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547153,,RNA-Seq,76.0,53129016.0,PRJNA660263,SAMN15944008,23516538.0,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037110,GSM4756142,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756142,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547968,,RNA-Seq,44.0,53100190.0,PRJNA660263,SAMN15942409,52207765.0,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037692,GSM4755293,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:55:00Z,1.0,GSM4755293,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,5.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547614,,RNA-Seq,76.0,53098464.0,PRJNA660263,SAMN15942710,21638450.0,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9036675,GSM4756603,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4756603,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548368,,RNA-Seq,76.0,53066620.0,PRJNA660263,SAMN15943566,21924707.0,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036333,GSM4755693,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755693,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548647,,RNA-Seq,76.0,52884448.0,PRJNA660263,SAMN15943800,22988609.0,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037235,GSM4755972,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4755972,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548217,,RNA-Seq,76.0,52853516.0,PRJNA660263,SAMN15943297,22358806.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9036638,GSM4755542,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:20:00Z,1.0,GSM4755542,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547559,,RNA-Seq,76.0,52835352.0,PRJNA660263,SAMN15942791,21482250.0,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037819,GSM4756548,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756548,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547374,,RNA-Seq,76.0,52826384.0,PRJNA660263,SAMN15942968,21470071.0,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037810,GSM4756363,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756363,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548517,,RNA-Seq,76.0,52818328.0,PRJNA660263,SAMN15943718,22145276.0,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037649,GSM4755842,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755842,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547225,,RNA-Seq,76.0,52783520.0,PRJNA660263,SAMN15943119,23376600.0,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037733,GSM4756214,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:44:00Z,1.0,GSM4756214,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548364,,RNA-Seq,76.0,52780708.0,PRJNA660263,SAMN15943572,22057670.0,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037928,GSM4755689,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755689,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548170,,RNA-Seq,44.0,52768340.0,PRJNA660263,SAMN15943467,52011517.0,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037846,GSM4755495,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:06:00Z,1.0,GSM4755495,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,3.0,3C,Ler,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547791,,RNA-Seq,40.0,52675600.0,PRJNA660263,SAMN15942596,32535181.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037755,GSM4755116,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:16:00Z,1.0,GSM4755116,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548359,,RNA-Seq,76.0,52667468.0,PRJNA660263,SAMN15943577,21832324.0,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037923,GSM4755684,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755684,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548577,,RNA-Seq,76.0,52664580.0,PRJNA660263,SAMN15943810,23122134.0,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036574,GSM4755902,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755902,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547920,,RNA-Seq,44.0,52544850.0,PRJNA660263,SAMN15942432,51487661.0,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037268,GSM4755245,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:59:00Z,1.0,GSM4755245,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,5.0,6C,Ler,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548312,,RNA-Seq,76.0,52511060.0,PRJNA660263,SAMN15943500,21807371.0,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9037492,GSM4755637,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:21:00Z,1.0,GSM4755637,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547781,,RNA-Seq,40.0,52487680.0,PRJNA660263,SAMN15942571,32154033.0,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037617,GSM4755106,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4755106,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548685,,RNA-Seq,76.0,52486132.0,PRJNA660263,SAMN15943952,23271149.0,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037513,GSM4756010,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4756010,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547441,,RNA-Seq,76.0,52473212.0,PRJNA660263,SAMN15942908,21488544.0,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036750,GSM4756430,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756430,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548286,,RNA-Seq,76.0,52456872.0,PRJNA660263,SAMN15943483,21764209.0,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037282,GSM4755611,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:21:00Z,1.0,GSM4755611,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548738,,RNA-Seq,76.0,52375932.0,PRJNA660263,SAMN15942702,23073749.0,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9036351,GSM4756063,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4756063,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548169,,RNA-Seq,44.0,52367850.0,PRJNA660263,SAMN15943468,51661104.0,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037845,GSM4755494,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:06:00Z,1.0,GSM4755494,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,3.0,3C,Ler,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548230,,RNA-Seq,76.0,52352752.0,PRJNA660263,SAMN15943261,21802840.0,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9036787,GSM4755555,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:20:00Z,1.0,GSM4755555,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547109,,RNA-Seq,76.0,52303124.0,PRJNA660263,SAMN15943969,22998248.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9036666,GSM4756098,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756098,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548507,,RNA-Seq,76.0,52297804.0,PRJNA660263,SAMN15943728,21578111.0,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037575,GSM4755832,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755832,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548542,,RNA-Seq,76.0,52258588.0,PRJNA660263,SAMN15943738,22039476.0,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037930,GSM4755867,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755867,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548041,,RNA-Seq,43.0,52244200.0,PRJNA660263,SAMN15943322,53351701.0,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9036702,GSM4755366,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T00:59:00Z,1.0,GSM4755366,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
